objectid;cl;nome_completo;area_plane;cod_rp;rp;codra;regiao_adm;cb_imovel;nome;tributacao;tot_imoveis;area_territ;exercicio
4785;125799;Rua Quarenta e três - PAL 18229;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;25;9034;2023
4786;125807;Rua Quarenta e quatro - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;82;25244;2023
4787;125823;Rua Quarenta e seis - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;26;8628;2023
4788;125831;Rua Quarenta e sete - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;60;20146;2023
4789;125849;Rua Quarenta e nove - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;36;12265;2023
4790;125856;Rua Cinquenta - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;29;8700;2023
4791;125864;Rua Cinquenta e um - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;59;19404;2023
4792;125872;Rua Cinquenta e dois - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;91;27656;2023
4793;125880;Rua Cinquenta e três - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;78;27464;2023
4794;125898;Rua Cinquenta e quatro - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;94;33738;2023
4795;125906;Rua Cinquenta e cinco - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;32;11533;2023
4796;125914;Rua Cinquenta e seis - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;55;19736;2023
4797;125922;Rua Cinquenta e sete - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;125;44379;2023
4798;125930;Rua Cinquenta e oito - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;117;42144;2023
4799;125948;Rua Cinquenta e nove - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;146;52542;2023
4800;125971;Rua Sessenta e dois;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;140;49568;2023
4801;125989;Rua Eulália Lahmeyer Lobo;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;102;36247;2023
4802;125997;Rua Sessenta e quatro - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;81;28322;2023
4803;126003;Rua Sessenta e cinco - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;49;17660;2023
4804;126011;Rua Sessenta e seis - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;17;6120;2023
4805;126029;Rua Sessenta e sete - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;19;7003;2023
4806;126037;Rua Sessenta e oito - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;21;7710;2023
4807;126045;Rua Mário Lago - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;30;10808;2023
4808;126052;Rua Setenta - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;196;59270;2023
4809;126060;Rua Wilma Vilena Barcelos - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;31;11112;2023
4810;126078;Rua Setenta e dois - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;202;61080;2023
4811;126086;Rua Jece Valadão - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;139;45299;2023
4812;126094;Rua Setenta e quatro - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;149;45508;2023
4813;126102;Rua Setenta e cinco - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;12;3685;2023
4814;126110;Rua Setenta e seis - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;14;4335;2023
4815;126128;Rua Setenta e sete - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;60;18815;2023
4816;126136;Rua Setenta e oito - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;6;1910;2023
4817;126144;Rua Setenta e nove - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;13;4246;2023
4818;126151;Rua Oitenta - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;76;24202;2023
4819;126169;Rua Oitenta e um - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;59;19105;2023
4820;126177;Rua Oitenta e dois - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;53;16873;2023
4821;126185;Rua Oitenta e três - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;20;6030;2023
4822;126193;Rua Oitenta e quatro - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;30;9060;2023
4823;126201;Rua Oitenta e cinco - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;251;78973;2023
4824;126219;Rua Oitenta e seis - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;312;97252;2023
4825;126227;Rua Oitenta e sete - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;311;96670;2023
4826;126235;Rua Oitenta e oito - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;232;72676;2023
4827;126243;Rua Oitenta e nove - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;75;24741;2023
4828;126250;Rua Noventa - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;25;8989;2023
4829;126268;Rua Noventa e um - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;8;2882;2023
4830;126276;Rua Noventa e dois - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;40;12060;2023
4831;126284;Rua Noventa e três - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;40;12150;2023
4832;126292;Rua Noventa e quatro - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;40;12120;2023
4833;126300;Rua Noventa e cinco - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;195;59046;2023
4834;126318;Rua Plenitude - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;318;98957;2023
4835;126326;Rua Noventa e sete - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;148;44779;2023
4836;126334;Rua Noventa e oito - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;87;26424;2023
4837;126342;Rua Noventa e nove - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;42;13716;2023
4838;126359;Rua Cem - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;66;21692;2023
4839;126367;Rua Cento e um - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;30;10117;2023
4840;126375;Rua Irving São Paulo - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;30;10408;2023
4841;126383;Rua Cento e três - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;24;8716;2023
4842;126391;Rua Cento e quatro - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;27;9910;2023
4843;126409;Rua Cento e cinco - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;16;5682;2023
4844;126417;Rua Cento e seis - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;13;4368;2023
4845;126425;Rua Cento e sete - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;8;2464;2023
4846;126433;Rua Cento e oito - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;5;1530;2023
4847;126441;Rua Cento e nove - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;92;28024;2023
4848;126458;Rua Cento e dez - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;35;10590;2023
4849;126466;Rua Cento e onze - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;35;10590;2023
4850;126474;Rua Cento e doze - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;18;5460;2023
4851;126482;Rua Cento e treze - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;22;6695;2023
4852;126490;Rua Cento e quatorze - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;29;8636;2023
4853;126508;Rua Mariquita;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;192;59100;2023
4854;126516;Rua Salete;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;6;1800;2023
4855;126524;Rua Soldado Jose Wsoek;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;4;1196;2023
4856;126532;Rua Cento e dezoito - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;63;19408;2023
4857;126540;Rua Cento e dezenove - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;68;21202;2023
4858;126557;Rua Cento e vinte - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;36;10920;2023
4859;126565;Rua Cento e vinte e um - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;36;10920;2023
4860;126573;Rua Cento e vinte e dois - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;38;11490;2023
4861;126581;Rua Cento e vinte e três - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;38;11545;2023
4862;126599;Rua Soldado Prim Cannes;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;24;9957;2023
4863;126607;Rua Cento e vinte e cinco - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;9;2700;2023
4864;126615;Rua Cento e vinte e seis - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;4;1200;2023
4865;126623;Rua Cento e vinte e sete - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;71;21903;2023
4866;126631;Rua Cento e vinte e oito - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;75;23185;2023
4867;126649;Rua Cento e vinte e nove - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;35;10590;2023
4868;126656;Rua Cento e trinta - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;36;10920;2023
4869;126664;Rua Cento e trinta e um - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;18;5390;2023
4870;126672;Rua Cento e trinta e dois;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;165;46598;2023
4871;126680;Rua Cento e trinta e três - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;21;6285;2023
4872;126698;Rua Cento e trinta e quatro - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;16;5155;2023
4873;126706;Rua Cento e trinta e cinco - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;84;25883;2023
4874;126714;Rua Cento e trinta e seis - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;94;29013;2023
4875;126722;Rua Cento e trinta e sete - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;18;5460;2023
4876;126730;Rua Cento e trinta e oito - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;16;4885;2023
4877;126748;Rua Cento e trinta e nove - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;14;4355;2023
4878;126755;Rua Cento e quarenta - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;210;65344;2023
4879;126763;Rua Cento e quarenta e um - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;98;30228;2023
4880;126771;Rua Cento e quarenta e dois - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;95;29504;2023
4881;126789;Rua Cento e quarenta e três - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;36;10920;2023
4882;126797;Rua Cento e quarenta e quatro - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;36;10920;2023
4883;126805;Rua Três - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;17;4574;2023
4884;126813;Rua Quatro - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;1;0;2023
4885;126821;Rua Seis - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;8;2484;2023
4886;126839;Rua Quarenta e oito;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;22;7021;2023
4887;126847;Avenida Canal Três - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;320;98396;2023
4888;127415;Rua J - PLT 73 67 253;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;1;2500;2023
4889;127977;Rua Sami Treves;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;2;7800;2023
4890;130104;Rua dos Construtores;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;7;63806;2023
4891;130112;Rua dos Floricultores;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;3;30600;2023
4892;130120;Rua das Enfermeiras;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;2;22853;2023
4893;130138;Rua dos Pastores;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;1;2400;2023
4894;134908;Avenida Litorânea - PAL 18529;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;146;52353;2023
4895;135319;Avenida Mario Pedrosa;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;9;297902;2023
4896;135327;Rua Cauim;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;4;121638;2023
4897;135707;Avenida Levy Neves;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;11;5177;2023
4898;135715;Avenida Oswald de Andrade;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;3;1610;2023
4899;135723;Avenida Nelson Moura Brazil do Amaral;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;38;15117;2023
4900;135731;Avenida Presidente João Café Filho;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;31;13054;2023
4901;135749;Avenida Almirante Sylvio Moutinho;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;40;14408;2023
4902;135756;Avenida Almirante Arnaldo Lage;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;37;13346;2023
4903;135764;Avenida Jose Mariozzi Filho;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;58;21457;2023
4904;135772;Rua Tasso de Figueiredo;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;24;8714;2023
4905;135780;Rua Antonio Pereira da Silva;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;17;6480;2023
4906;135798;Rua Eugênio Sigaud;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;8;2880;2023
4907;135806;Rua Tasso da Silveira;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;12;4326;2023
4908;135814;Rua Jose Maria do Amaral;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;16;5890;2023
4909;135822;Rua Alexis Carrel;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;23;8232;2023
4910;135830;Rua Enrico Caruso;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;17;6090;2023
4911;135848;Rua Agatha Christie;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;23;8304;2023
4912;135855;Rua João Cruz Costa;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;13;4707;2023
4913;135863;Rua Euzebio Paulo de Oliveira;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;24;8580;2023
4914;135871;Rua Paderewski;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;17;6225;2023
4915;135889;Rua Nuno Pereira;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;21;7542;2023
4916;135897;Rua Donatello;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;46;16474;2023
4917;135905;Rua Breno Acioli;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;23;8317;2023
4918;135913;Rua Antonio Aleixo;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;18;6390;2023
4919;135921;Rua Caldas Aulete;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;15;5406;2023
4920;135939;Rua Joaquim de Carvalho;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;24;8537;2023
4921;135947;Rua Cambocica;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;17;6402;2023
4922;135954;Rua Maricoabo;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;21;7512;2023
4923;135962;Rua Oásis;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;15;5556;2023
4924;135970;Rua Quixoá;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;26;9246;2023
4925;135988;Rua Rio d´Uma;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;16;5760;2023
4926;135996;Rua Poncianos;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;14;5197;2023
4927;136002;Rua Quixeré;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;21;7512;2023
4928;136010;Rua Santa Silvana;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;10;3688;2023
4929;136028;Rua Torre de Pedra;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;27;9582;2023
4930;136036;Rua Vargem do Cedro;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;5;1880;2023
4931;136044;Rua Flor da Serra;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;11;3936;2023
4932;136051;Rua Ouro Verde;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;21;7554;2023
4933;136069;Rua Fenix;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;24;9592;2023
4934;136077;Rua Floresta do Sul;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;10;3606;2023
4935;136085;Rua União Paulista;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;13;4686;2023
4936;136093;Rua Campo Bom;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;24;8652;2023
4937;136101;Rua Fortaleza de Minas;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;17;6489;2023
4938;136119;Rua Damolândia;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;64;24470;2023
4939;136127;Rua Chã do Pilar;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;15;6100;2023
4940;136135;Rua Barra do Choca;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;7;2638;2023
4941;136143;Rua Flor do Sertão;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;7;2840;2023
4942;136150;Rua Várzea Paulista;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;21;8839;2023
4943;136168;Rua Gabriel Militão Machado;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;37;13511;2023
4944;136176;Rua Francisco Karam;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;54;19790;2023
4945;136184;Rua Domingos Alves Meira;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;57;20974;2023
4946;136192;Rua Durval de Moraes;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;47;20644;2023
4947;136200;Rua Estevam Araujo de Almeida;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;12;4790;2023
4948;136218;Rua Flores do Piaui;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;2;1102;2023
4949;136226;Rua Matarazzo;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;7;3057;2023
4950;136978;Avenida Carnaubeira;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;1;300;2023
4951;136986;Rua Dois - PAL 20735;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;1;300;2023
4952;136994;Rua Caraluma;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;1;322;2023
4953;137000;Rua Carobeira;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;3;900;2023
4954;137018;Rua Cedro Amarelo;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;4;1200;2023
4955;137026;Rua Celidônia;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;2;600;2023
4956;137034;Rua Cereja;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;2;600;2023
4957;137042;Rua Oito - PAL 20735;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;1;300;2023
4958;137059;Rua Sapezal;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;1;300;2023
4959;137067;Rua Sarutaia;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;3;900;2023
4960;137083;Rua Sussi;5;5.4;Guaratiba;26;GUARATIBA               ;151;Guaratiba                 ;T;2;600;2023
4961;38794;Rua Ferreira Cantão;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;7;1923;2023
4962;38828;Travessa Muritiapina;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;1;240;2023
4963;38836;Rua Calumbi;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;2;1340;2023
4964;38885;Rua Guirareia;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;21;30805;2023
4965;39610;Rua Ouro Fino;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;2;2068;2023
4966;40634;Rua Tenente Teodoro;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;1;180;2023
4967;40659;Rua Licínio Barcelos;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;7;2102;2023
4968;41053;Rua Catole;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;3;1280;2023
4969;41913;Rua Juqueri;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;12;5388;2023
4970;42135;Avenida Ubirajara;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;1;22076;2023
4971;42341;Rua Várzea;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;6;17723;2023
4972;43000;Rua Vinte e Cinco de Dezembro;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;10;3512;2023
4973;43307;Praça Vinte e Sete de Agosto;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;2;903;2023
4974;43539;Rua Visconde de Maceió;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;2;560;2023
4975;44594;Rua Urucará;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;4;1272;2023
4976;44669;Rua Eima;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;14;5532;2023
4977;45013;Rua Thetis Drumond;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;2;1430;2023
4978;45153;Rua Jacana;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;1;5779;2023
4979;45625;Rua Turiana;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;1;842;2023
4980;45732;Rua Roraima;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;1;224;2023
4981;47894;Travessa Oeiras;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;3;398;2023
4982;48702;Rua Freire Cardoso;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;1;21845;2023
4983;50096;Rua Atiriba;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;1;297;2023
4984;51524;Rua Bacanga;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;9;3121;2023
4985;54403;Rua Siracusa;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;2;2055;2023
4986;55574;Rua Guarata;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;7;1980;2023
4987;56671;Rua Plácido Ferreira;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;8;17659;2023
4988;57943;Rua Capitão Aliatar Martins;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;8;2840;2023
4989;57950;Rua General Queiroz Saião;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;1;360;2023
4990;57976;Rua Soldado Elias dos Santos;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;8;3216;2023
4991;59071;Rua Doutor Miguel Dibo;3;3.3;Madureira;14;IRAJA                   ;76;Irajá                     ;T;21;6909;2023
